,ORI,DATA_YEAR,POPULATION
57998,FL0370000,2009,90295
57999,FL0370000,2008,91381
58000,FL0372200,2017,0
58001,FL0372200,2016,0
58002,FL0372200,2015,0
58003,FL0372200,2014,0
58004,FL0372200,2013,0
58005,FL0372200,2012,0
58006,FL0372200,2011,0
58007,FL0372200,2010,0
58008,FL0372200,2009,0
58009,FL0372200,2008,0
58010,FL0440000,2017,52065
58011,FL0440000,2016,51683
58012,FL0440000,2015,51735
58013,FL0440000,2014,51160
58014,FL0440000,2013,49635
58015,FL0440000,2012,48815
58016,FL0440000,2011,48293
58017,FL0440000,2010,47644
58018,FL0440000,2009,48048
58019,FL0440000,2008,48738
58020,FL0502200,2017,2009
58021,FL0502200,2016,1997
58022,FL0502200,2015,1975
58023,FL0502200,2014,1951
58024,FL0502200,2013,1940
58025,FL0502200,2012,1936
58026,FL0502200,2011,1914
58027,FL0502200,2010,1888
58028,FL0502200,2009,1224
58029,FL0502200,2008,1218
58030,FL0550100,2017,14500
58031,FL0550100,2016,14359
58032,FL0550100,2015,14052
58033,FL0550100,2014,13847
58034,FL0550100,2013,13536
58035,FL0550100,2012,13518
58036,FL0550100,2011,13152
58037,FL0550100,2010,12975
58038,FL0550100,2009,12476
58039,FL0550100,2008,12191
58040,FL0580000,2017,269023
58041,FL0580000,2016,265310
58042,FL0580000,2015,260905
58043,FL0580000,2014,256935
58044,FL0580000,2013,252208
58045,FL0580000,2012,250038
58046,FL0580000,2011,248273
58047,FL0580000,2010,244936
58048,FL0580000,2009,235333
58049,FL0580000,2008,236138
58050,GA0280500,2017,32293
58051,GA0280500,2016,31243
58052,GA0280500,2015,28867
58053,GA0280500,2014,27665
58054,GA0280500,2013,25515
58055,GA0280500,2012,24606
58056,GA0280500,2011,24211
58057,GA0280500,2010,23896
58058,GA0280500,2009,25117
58059,GA0280500,2008,25125
58060,GA0580000,2017,223309
58061,GA0580000,2016,214395
58062,GA0580000,2015,206539
58063,GA0580000,2014,195366
58064,GA0580000,2013,186267
58065,GA0580000,2012,178112
58066,GA0580000,2011,172321
58067,GA0580000,2010,170081
58068,GA0580000,2009,171279
58069,GA0580000,2008,161419
58070,IA0250400,2017,20359
58071,IA0250400,2016,20186
58072,IA0250400,2016,20186
58073,IA0250400,2015,18778
58074,IA0250400,2014,17952
58075,IA0250400,2013,16633
58076,IA0250400,2012,14540
58077,IA0250400,2011,13862
58078,IA0250400,2010,13790
58079,IA0250400,2009,13558
58080,IA0640100,2017,27287
58081,IA0640100,2016,27628
58082,IA0640100,2015,27766
58083,IA0640100,2014,27913
58084,IA0640100,2013,27722
58085,IA0640100,2012,27883
58086,IA0640100,2011,27696
58087,IA0640100,2010,27552
58088,IA0640100,2009,25833
58089,IA0640100,2008,25792
58090,ID0140500,2017,7486
58091,ID0140500,2016,0
58092,ID0140500,2015,0
58093,ID0140500,2014,0
58094,ID0140500,2013,0
58095,ID0140500,2012,0
58096,ID0140500,2011,0
58097,ID0140500,2010,0
58098,ID0140500,2009,0
58099,ID0140500,2008,0
58100,ID0250000,2017,12205
58101,ID0250000,2016,12284
58102,ID0250000,2015,12167
58103,ID0250000,2014,12154
58104,ID0250000,2013,12313
58105,ID0250000,2012,12439
58106,ID0250000,2011,12357
58107,ID0250000,2010,12226
58108,ID0250000,2009,11232
58109,ID0250000,2008,11183
58110,ID0440100,2017,5383
58111,ID0440100,2016,5281
58112,ID0440100,2015,5321
58113,ID0440100,2014,5292
58114,ID0440100,2013,5399
58115,ID0440100,2013,5399
58116,ID0440100,2012,5575
58117,ID0440100,2011,5568
58118,ID0440100,2010,5507
58119,ID0440100,2009,5275
58120,IL0161700,2017,36663
58121,IL0161700,2016,37022
58122,IL0161700,2015,37248
58123,IL0161700,2014,37281
58124,IL0161700,2013,37283
58125,IL0161700,2012,37221
58126,IL0161700,2011,37154
58127,IL0161700,2010,37042
58128,IL0161700,2009,36560
58129,IL0161700,2008,36824
58130,IL0163500,2017,13950
58131,IL0163500,2016,14113
58132,IL0163500,2015,14202
58133,IL0163500,2014,14223
58134,IL0163500,2013,14233
58135,IL0163500,2012,14235
58136,IL0163500,2011,14210
58137,IL0163500,2010,14167
58138,IL0163500,2009,15176
58139,IL0163500,2008,15278
58140,IL0167200,2017,54162
58141,IL0167200,2016,54839
58142,IL0167200,2015,55119
58143,IL0167200,2014,54891
58144,IL0167200,2013,54600
58145,IL0167200,2012,54428
58146,IL0167200,2011,54330
58147,IL0167200,2010,54167
58148,IL0167200,2009,53028
58149,IL0167200,2008,53405
58150,IL0168100,2017,51753
58151,IL0168100,2016,52365
58152,IL0168100,2015,52036
58153,IL0168100,2014,52109
58154,IL0168100,2013,52051
58155,IL0168100,2012,52128
58156,IL0168100,2011,52034
58157,IL0168100,2010,51878
58158,IL0168100,2009,53286
58159,IL0168100,2008,49551
58160,IL0490400,2017,10432
58161,IL0490400,2016,10495
58162,IL0490400,2015,10565
58163,IL0490400,2014,10524
58164,IL0490400,2013,10537
58165,IL0490400,2012,10625
58166,IL0490400,2011,10611
58167,IL0490400,2010,10579
58168,IL0490400,2009,11314
58169,IL0490400,2008,11335
58170,IL0560400,2017,4628
58171,IL0560400,2016,4665
58172,IL0560400,2015,4683
58173,IL0560400,2014,4698
58174,IL0560400,2013,4740
58175,IL0560400,2012,4797
58176,IL0560400,2011,4869
58177,IL0560400,2010,4854
58178,IL0560400,2009,5192
58179,IL0560400,2008,5202
58180,IL0610500,2017,1211
58181,IL0610500,2016,1221
58182,IL0610500,2015,1231
58183,IL0610500,2014,1232
58184,IL0610500,2013,1246
58185,IL0610500,2012,1271
58186,IL0610500,2011,1278
58187,IL0610500,2010,1274
58188,IL0610500,2009,0
58189,IL0610500,2008,0
58190,IL0991600,2017,7625
58191,IL0991600,2016,7464
58192,IL0991600,2015,7357
58193,IL0991600,2014,7205
58194,IL0991600,2013,7152
58195,IL0991600,2012,7096
58196,IL0991600,2011,7072
58197,IL0991600,2010,7051
58198,IL0991600,2009,7793
58199,IL0991600,2008,7308
58200,IN0060500,2017,7464
58201,IN0060500,2016,6850
58202,IN0060500,2016,6850
58203,IN0060500,2015,5984
58204,IN0060500,2014,4276
58205,IN0060500,2013,3778
58206,IN0060500,2012,2920
58207,IN0060500,2011,2882
58208,IN0060500,2010,2867
58209,IN0060500,2009,709
58210,IN0460000,2017,47016
58211,IN0460000,2016,46950
58212,IN0460000,2016,46950
58213,IN0460000,2015,47252
58214,IN0460000,2014,47223
58215,IN0460000,2013,47550
58216,IN0460000,2012,47525
58217,IN0460000,2011,47838
58218,IN0460000,2010,47416
58219,IN0460000,2009,47393
58220,IN0460200,2017,31108
58221,IN0460200,2016,31459
58222,IN0460200,2016,31459
58223,IN0460200,2015,31497
58224,IN0460200,2014,31508
58225,IN0460200,2013,31051
58226,IN0460200,2012,31551
58227,IN0460200,2011,31460
58228,IN0460200,2010,31479
58229,IN0460200,2009,32355
58230,IN0490200,2017,48174
58231,IN0490200,2016,48167
58232,IN0490200,2016,48167
58233,IN0490200,2015,47930
58234,IN0490200,2014,47409
58235,IN0490200,2013,46989
58236,IN0490200,2012,46553
58237,IN0490200,2011,46236
58238,IN0490200,2010,46001
58239,IN0490200,2009,43737
58240,IN0790100,2017,72274
58241,IN0790100,2016,71562
58242,IN0790100,2015,71100
58243,IN0790100,2014,70749
58244,IN0790100,2013,68173
58245,IN0790100,2012,68160
58246,IN0790100,2011,67483
58247,IN0790100,2010,67140
58248,IN0790100,2009,64370
58249,IN0790100,2008,63990
58250,IN0840000,2017,44998
58251,IN0840000,2016,44629
58252,IN0840000,2016,44629
58253,IN0840000,2015,44948
58254,IN0840000,2014,45169
58255,IN0840000,2013,45432
58256,IN0840000,2012,45118
58257,IN0840000,2011,45057
58258,IN0840000,2010,44827
58259,IN0840000,2009,43885
58260,IN313SP00,2017,0
58261,IN313SP00,2016,0
58262,IN313SP00,2015,0
58263,IN313SP00,2014,0
58264,IN313SP00,2013,0
58265,IN313SP00,2012,0
58266,IN313SP00,2011,0
58267,IN313SP00,2010,0
58268,IN313SP00,2009,0
58269,IN313SP00,2008,0
58270,IN322SP00,2017,0
58271,IN322SP00,2016,0
58272,IN322SP00,2015,0
58273,IN322SP00,2014,0
58274,IN322SP00,2013,0
58275,IN322SP00,2012,0
58276,IN322SP00,2011,0
58277,IN322SP00,2010,0
58278,IN322SP00,2009,0
58279,IN322SP00,2008,0
58280,IN346SP00,2017,0
58281,IN346SP00,2016,0
58282,IN346SP00,2015,0
58283,IN346SP00,2014,0
58284,IN346SP00,2013,0
58285,IN346SP00,2012,0
58286,IN346SP00,2011,0
58287,IN346SP00,2010,0
58288,IN346SP00,2009,0
58289,IN346SP00,2008,0
58290,IN348SP00,2017,0
58291,IN348SP00,2016,0
58292,IN348SP00,2015,0
58293,IN348SP00,2014,0
58294,IN348SP00,2013,0
58295,IN348SP00,2013,0
58296,IN348SP00,2012,0
58297,IN348SP00,2011,0
58298,IN348SP00,2010,0
58299,IN348SP00,2009,0
58300,IN365SP00,2017,0
58301,IN365SP00,2016,0
58302,IN365SP00,2015,0
58303,IN365SP00,2014,0
58304,IN365SP00,2013,0
58305,IN365SP00,2012,0
58306,IN365SP00,2011,0
58307,IN365SP00,2010,0
58308,IN365SP00,2009,0
58309,IN365SP00,2008,0
58310,KS0050000,2017,5933
58311,KS0050000,2016,5898
58312,KS0050000,2016,5898
58313,KS0050000,2015,6092
58314,KS0050000,2015,6092
58315,KS0050000,2014,6169
58316,KS0050000,2013,6164
58317,KS0050000,2012,6267
58318,KS0050000,2011,6236
58319,KS0050000,2010,6197
58320,KS0210200,2017,2336
58321,KS0210200,2016,2371
58322,KS0210200,2015,2385
58323,KS0210200,2014,2429
58324,KS0210200,2013,2481
58325,KS0210200,2012,2538
58326,KS0210200,2011,2542
58327,KS0210200,2010,2526
58328,KS0210200,2009,2439
58329,KS0210200,2008,2404
58330,KS0400400,2017,1695
58331,KS0400400,2016,1709
58332,KS0400400,2016,1709
58333,KS0400400,2015,1702
58334,KS0400400,2015,1702
58335,KS0400400,2014,1695
58336,KS0400400,2014,1695
58337,KS0400400,2013,1702
58338,KS0400400,2012,1712
58339,KS0400400,2011,1706
58340,KS0520200,2017,5379
58341,KS0520200,2016,5295
58342,KS0520200,2015,5236
58343,KS0520200,2014,5202
58344,KS0520200,2013,5138
58345,KS0520200,2012,5091
58346,KS0520200,2011,5028
58347,KS0520200,2010,4996
58348,KS0520200,2009,4520
58349,KS0520200,2008,4371
58350,KS0690100,2017,2799
58351,KS0690100,2016,2830
58352,KS0690100,2015,2834
58353,KS0690100,2015,2834
58354,KS0690100,2014,2876
58355,KS0690100,2013,2863
58356,KS0690100,2012,2923
58357,KS0690100,2011,2947
58358,KS0690100,2010,2928
58359,KS0690100,2009,2614
58360,KS0780300,2017,1207
58361,KS0780300,2016,1221
58362,KS0780300,2015,1221
58363,KS0780300,2014,1231
58364,KS0780300,2013,1230
58365,KS0780300,2013,1230
58366,KS0780300,2012,1247
58367,KS0780300,2011,1245
58368,KS0780300,2011,1245
58369,KS0780300,2010,1237
58370,KSKHP0600,2017,0
58371,KSKHP0600,2016,0
58372,KSKHP0600,2015,0
58373,KSKHP0600,2014,0
58374,KSKHP0600,2013,0
58375,KSKHP0600,2012,0
58376,KSKHP0600,2011,0
58377,KSKHP0600,2010,0
58378,KSKHP0600,2009,0
58379,KSKHP0600,2008,0
58380,KY0040300,2017,982
58381,KY0040300,2016,1004
58382,KY0040300,2015,1008
58383,KY0040300,2015,1008
58384,KY0040300,2014,1021
58385,KY0040300,2013,1022
58386,KY0040300,2012,1012
58387,KY0040300,2011,1016
58388,KY0040300,2010,1009
58389,KY0040300,2010,1009
58390,KY0051100,2017,0
58391,KY0051100,2016,0
58392,KY0051100,2015,0
58393,KY0051100,2014,0
58394,KY0051100,2013,0
58395,KY0051100,2012,0
58396,KY0051100,2011,0
58397,KY0051100,2010,0
58398,KY0051100,2009,0
58399,KY0051100,2008,0
58400,KY0110000,2017,10305
58401,KY0110000,2016,10200
58402,KY0110000,2015,10254
58403,KY0110000,2014,9720
58404,KY0110000,2013,9394
58405,KY0110000,2012,9297
58406,KY0110000,2011,9286
58407,KY0110000,2010,9222
58408,KY0110000,2009,10618
58409,KY0110000,2008,10409
58410,KY0360000,2017,31510
58411,KY0360000,2016,32304
58412,KY0360000,2015,32697
58413,KY0360000,2014,33173
58414,KY0360000,2013,33609
58415,KY0360000,2012,34039
58416,KY0360000,2011,34401
58417,KY0360000,2010,34163
58418,KY0360000,2009,36170
58419,KY0360000,2008,36055
58420,KY037035Y,2017,0
58421,KY037035Y,2016,0
58422,KY037035Y,2015,0
58423,KY037035Y,2014,0
58424,KY037035Y,2013,0
58425,KY037035Y,2012,0
58426,KY037035Y,2011,0
58427,KY037035Y,2010,0
58428,KY037035Y,2009,0
58429,KY037035Y,2008,0
58430,KY0440100,2017,2123
58431,KY0440100,2016,2116
58432,KY0440100,2015,2123
58433,KY0440100,2014,2158
58434,KY0440100,2013,2180
58435,KY0440100,2012,2162
58436,KY0440100,2011,2178
58437,KY0440100,2010,2163
58438,KY0440100,2009,2416
58439,KY0440100,2008,2394
58440,KY0450600,2017,1565
58441,KY0450600,2016,1571
58442,KY0450600,2015,1580
58443,KY0450600,2014,1593
58444,KY0450600,2013,1592
58445,KY0450600,2012,1612
58446,KY0450600,2011,1620
58447,KY0450600,2010,1609
58448,KY0450600,2009,1677
58449,KY0450600,2008,1674
58450,KY0591200,2017,7494
58451,KY0591200,2016,7499
58452,KY0591200,2015,7455
58453,KY0591200,2014,7440
58454,KY0591200,2013,7362
58455,KY0591200,2012,7540
58456,KY0591200,2011,7541
58457,KY0591200,2010,7489
58458,KY0591200,2009,7703
58459,KY0591200,2008,7702
58460,KY0690000,2017,19397
58461,KY0690000,2016,19443
58462,KY0690000,2015,19414
58463,KY0690000,2014,19386
58464,KY0690000,2013,19427
58465,KY0690000,2012,20011
58466,KY0690000,2011,20111
58467,KY0690000,2010,19973
58468,KY0690000,2009,20665
58469,KY0690000,2008,20801
58470,KY0700000,2017,9228
58471,KY0700000,2016,9264
58472,KY0700000,2015,9305
58473,KY0700000,2014,9327
58474,KY0700000,2013,9392
58475,KY0700000,2012,9555
58476,KY0700000,2011,9585
58477,KY0700000,2010,9519
58478,KY0700000,2009,9582
58479,KY0700000,2008,9589
58480,KY0710900,2017,0
58481,KY0710900,2016,0
58482,KY0710900,2015,0
58483,KY0710900,2014,0
58484,KY0710900,2013,0
58485,KY0710900,2012,0
58486,KY0710900,2011,0
58487,KY0710900,2010,0
58488,KY0710900,2009,0
58489,KY0710900,2008,0
58490,KY0800000,2017,11199
58491,KY0800000,2016,11503
58492,KY0800000,2015,11746
58493,KY0800000,2014,11906
58494,KY0800000,2013,12002
58495,KY0800000,2012,12075
58496,KY0800000,2011,12296
58497,KY0800000,2010,12212
58498,KY0800000,2009,11087
58499,KY0800000,2008,11108
58500,KY0870000,2017,20690
58501,KY0870000,2016,20529
58502,KY0870000,2015,20436
58503,KY0870000,2014,20305
58504,KY0870000,2013,20021
58505,KY0870000,2012,19834
58506,KY0870000,2011,19739
58507,KY0870000,2010,19604
58508,KY0870000,2009,18985
58509,KY0870000,2008,18693
58510,KY1020000,2017,12919
58511,KY1020000,2016,13200
58512,KY1020000,2015,13080
58513,KY1020000,2014,12982
58514,KY1020000,2013,13326
58515,KY1020000,2012,13411
58516,KY1020000,2011,13461
58517,KY1020000,2010,13368
58518,KY1020000,2009,13020
58519,KY1020000,2008,12913
58520,KY1090000,2017,14040
58521,KY1090000,2016,14214
58522,KY1090000,2015,13964
58523,KY1090000,2014,13865
58524,KY1090000,2013,13949
58525,KY1090000,2012,15585
58526,KY1090000,2011,15510
58527,KY1090000,2010,15404
58528,KY1090000,2009,13167
58529,KY1090000,2008,13045
58530,KY1170200,2017,3088
58531,KY1170200,2016,3042
58532,KY1170200,2015,3060
58533,KY1170200,2014,3134
58534,KY1170200,2013,3171
58535,KY1170200,2012,3213
58536,KY1170200,2011,3215
58537,KY1170200,2010,3193
58538,KY1170200,2009,3399
58539,KY1170200,2008,3456
58540,KYKSP0400,2017,0
58541,KYKSP0400,2016,0
58542,KYKSP0400,2015,0
58543,KYKSP0400,2014,0
58544,KYKSP0400,2013,0
58545,KYKSP0400,2012,0
58546,KYKSP0400,2011,0
58547,KYKSP0400,2010,0
58548,KYKSP0400,2009,0
58549,KYKSP0400,2008,0
58550,LA0150200,2017,4015
58551,LA0150200,2016,4076
58552,LA0150200,2015,4168
58553,LA0150200,2014,4181
58554,LA0150200,2013,4141
58555,LA0150200,2012,4336
58556,LA0150200,2011,4338
58557,LA0150200,2010,4299
58558,LA0150200,2009,4098
58559,LA0150200,2008,4096
58560,LA0170400,2017,0
58561,LA0170400,2016,0
58562,LA0170400,2015,0
58563,LA0170400,2014,0
58564,LA0170400,2013,0
58565,LA0170400,2012,0
58566,LA0170400,2011,0
58567,LA0170400,2010,0
58568,LA0170400,2009,0
58569,LA0170400,2008,0
58570,LA0260100,2017,17923
58571,LA0260100,2016,17908
58572,LA0260100,2015,17871
58573,LA0260100,2014,17818
58574,LA0260100,2013,17760
58575,LA0260100,2012,17844
58576,LA0260100,2011,17898
58577,LA0260100,2010,17736
58578,LA0260100,2009,16299
58579,LA0260100,2008,15821
58580,LA0590000,2017,30331
58581,LA0590000,2016,30420
58582,LA0590000,2015,30399
58583,LA0590000,2014,30539
58584,LA0590000,2013,30779
58585,LA0590000,2012,31245
58586,LA0590000,2011,31363
58587,LA0590000,2010,31079
58588,LA0590000,2009,29601
58589,LA0590000,2008,28982
58590,MA0011300,2017,2018
58591,MA0011300,2016,1999
58592,MA0011300,2015,2014
58593,MA0011300,2014,2019
58594,MA0011300,2013,2016
58595,MA0011300,2012,2020
58596,MA0011300,2011,2015
58597,MA0011300,2010,2003
58598,MA0011300,2009,2149
58599,MA0011300,2008,2139
58600,MA0070900,2017,2502
58601,MA0070900,2016,2505
58602,MA0070900,2015,2507
58603,MA0070900,2014,2498
58604,MA0070900,2013,2488
58605,MA0070900,2012,2504
58606,MA0070900,2011,2496
58607,MA0070900,2010,2481
58608,MA0070900,2009,2586
58609,MA0070900,2008,2548
58610,MA0112400,2017,25312
58611,MA0112400,2016,25187
58612,MA0112400,2015,25145
58613,MA0112400,2014,25063
58614,MA0112400,2013,24771
58615,MA0112400,2012,24450
58616,MA0112400,2011,24217
58617,MA0112400,2010,24070
58618,MA0112400,2009,23483
58619,MA0112400,2008,23113
58620,MA0120200,2017,27769
58621,MA0120200,2016,27694
58622,MA0120200,2015,27682
58623,MA0120200,2015,27682
58624,MA0120200,2014,26533
58625,MA0120200,2013,27034
58626,MA0120200,2012,26923
58627,MA0120200,2011,26725
58628,MA0120200,2010,26563
58629,MA0120200,2009,25765
58630,MA0140100,2017,6255
58631,MA0140100,2016,6206
58632,MA0140100,2015,6206
58633,MA0140100,2014,6190
58634,MA0140100,2013,6166
58635,MA0140100,2012,6155
58636,MA0140100,2011,6118
58637,MA0140100,2010,6081
58638,MA0140100,2009,6054
58639,MA0140100,2008,6009
58640,MA014659E,2017,0
58641,MA014659E,2016,0
58642,MA014659E,2015,0
58643,MA014659E,2014,0
58644,MA014659E,2013,0
58645,MA014659E,2012,0
58646,MA014659E,2011,0
58647,MA014659E,2010,0
58648,MA014659E,2009,0
58649,MA014659E,2008,0
58650,MD0041200,2017,0
58651,MD0041200,2016,0
58652,MD0041200,2015,0
58653,MD0041200,2014,0
58654,MD0041200,2013,0
58655,MD0041200,2012,0
58656,MD0041200,2011,0
58657,MD0041200,2010,0
58658,MD0041200,2009,0
58659,MD0041200,2008,0
58660,MD0070600,2017,6762
58661,MD0070600,2016,6749
58662,MD0070600,2015,6757
58663,MD0070600,2014,6743
58664,MD0070600,2013,6730
58665,MD0070600,2012,6801
58666,MD0070600,2011,6792
58667,MD0070600,2010,6728
58668,MD0070600,2009,5455
58669,MD0070600,2008,5461
58670,MD0070800,2017,18682
58671,MD0070800,2016,18683
58672,MD0070800,2015,18754
58673,MD0070800,2014,18654
58674,MD0070800,2013,18632
58675,MD0070800,2012,18786
58676,MD0070800,2011,18766
58677,MD0070800,2010,18590
58678,MD0070800,2009,17787
58679,MD0070800,2008,17829
58680,MD319SP00,2017,0
58681,MD319SP00,2016,0
58682,MD319SP00,2015,0
58683,MD319SP00,2014,0
58684,MD319SP00,2013,0
58685,MD319SP00,2012,0
58686,MD319SP00,2011,0
58687,MD319SP00,2010,0
58688,MD319SP00,2009,0
58689,MD319SP00,2008,0
58690,MI0400400,2017,0
58691,MI0400400,2016,0
58692,MI0400400,2015,0
58693,MI0400400,2014,0
58694,MI0400400,2013,0
58695,MI0400400,2012,0
58696,MI0400400,2011,0
58697,MI0400400,2010,0
58698,MI0400400,2009,0
58699,MI0400400,2008,0
58700,MI0800800,2017,0
58701,MI0800800,2016,0
58702,MI0800800,2015,0
58703,MI0800800,2014,0
58704,MI0800800,2013,0
58705,MI0800800,2012,0
58706,MI0800800,2011,0
58707,MI0800800,2010,0
58708,MI0800800,2009,0
58709,MI0800800,2008,0
58710,MI1101100,2017,0
58711,MI1101100,2016,0
58712,MI1101100,2015,0
58713,MI1101100,2014,0
58714,MI1101100,2013,0
58715,MI1101100,2012,0
58716,MI1101100,2011,0
58717,MI1101100,2010,0
58718,MI1101100,2009,0
58719,MI1101100,2008,0
58720,MI1511500,2017,17678
58721,MI1511500,2016,17589
58722,MI1511500,2015,17517
58723,MI1511500,2014,17533
58724,MI1511500,2013,17448
58725,MI1511500,2012,17390
58726,MI1511500,2011,17337
58727,MI1511500,2010,17350
58728,MI1511500,2009,17874
58729,MI1511500,2008,17928
58730,MI1701700,2017,0
58731,MI1701700,2016,0
58732,MI1701700,2015,0
58733,MI1701700,2014,0
58734,MI1701700,2013,0
58735,MI1701700,2012,0
58736,MI1701700,2011,0
58737,MI1701700,2010,0
58738,MI1701700,2009,0
58739,MI1701700,2008,0
58740,MI1964300,2017,1615
58741,MI1964300,2016,1614
58742,MI1964300,2015,1628
58743,MI1964300,2014,1615
58744,MI1964300,2013,1608
58745,MI1964300,2012,1607
58746,MI1964300,2011,1602
58747,MI1964300,2010,1603
58748,MI1964300,2009,1387
58749,MI1964300,2008,1395
58750,MI2002000,2017,0
58751,MI2002000,2016,0
58752,MI2002000,2015,0
58753,MI2002000,2014,0
58754,MI2002000,2013,0
58755,MI2002000,2012,0
58756,MI2002000,2011,0
58757,MI2002000,2010,0
58758,MI2002000,2009,0
58759,MI2002000,2008,0
58760,MI2302300,2017,0
58761,MI2302300,2016,0
58762,MI2302300,2015,0
58763,MI2302300,2014,0
58764,MI2302300,2013,0
58765,MI2302300,2012,0
58766,MI2302300,2011,0
58767,MI2302300,2010,0
58768,MI2302300,2009,0
58769,MI2302300,2008,0
58770,MI2466200,2017,5764
58771,MI2466200,2016,5731
58772,MI2466200,2015,5757
58773,MI2466200,2014,5779
58774,MI2466200,2013,5722
58775,MI2466200,2012,5700
58776,MI2466200,2011,5666
58777,MI2466200,2010,5670
58778,MI2466200,2009,6022
58779,MI2466200,2008,6009
58780,MI2542600,2017,6139
58781,MI2542600,2016,6177
58782,MI2542600,2015,6209
58783,MI2542600,2014,6268
58784,MI2542600,2013,6312
58785,MI2542600,2013,6312
58786,MI2542600,2012,0
58787,MI2542600,2011,0
58788,MI2542600,2010,0
58789,MI2542600,2009,0
58790,MI2565000,2017,20001
58791,MI2565000,2016,0
58792,MI2565000,2016,0
58793,MI2565000,2015,0
58794,MI2565000,2014,0
58795,MI2565000,2013,0
58796,MI2565000,2012,0
58797,MI2565000,2011,0
58798,MI2565000,2010,0
58799,MI2565000,2009,0
58800,MI2702700,2017,0
58801,MI2702700,2016,0
58802,MI2702700,2015,0
58803,MI2702700,2014,0
58804,MI2702700,2013,0
58805,MI2702700,2012,0
58806,MI2702700,2011,0
58807,MI2702700,2010,0
58808,MI2702700,2009,0
58809,MI2702700,2008,0
58810,MI3467900,2017,3943
58811,MI3467900,2016,3929
58812,MI3467900,2015,3929
58813,MI3467900,2014,3919
58814,MI3467900,2013,3891
58815,MI3467900,2012,3892
58816,MI3467900,2011,3880
58817,MI3467900,2010,3883
58818,MI3467900,2009,3672
58819,MI3467900,2008,3697
58820,MI3536500,2017,4522
58821,MI3536500,2016,4515
58822,MI3536500,2015,4534
58823,MI3536500,2014,4543
58824,MI3536500,2013,4526
58825,MI3536500,2012,4580
58826,MI3536500,2011,4632
58827,MI3536500,2010,2808
58828,MI3536500,2009,2699
58829,MI3536500,2008,2738
58830,MI3649300,2017,2838
58831,MI3649300,2016,2881
58832,MI3649300,2015,2888
58833,MI3649300,2014,2931
58834,MI3649300,2013,2951
58835,MI3649300,2012,3027
58836,MI3649300,2011,3027
58837,MI3649300,2010,3029
58838,MI3649300,2009,2964
58839,MI3649300,2008,3007
58840,MI3903900,2017,0
58841,MI3903900,2016,0
58842,MI3903900,2015,0
58843,MI3903900,2014,0
58844,MI3903900,2013,0
58845,MI3903900,2012,0
58846,MI3903900,2011,0
58847,MI3903900,2010,0
58848,MI3903900,2009,0
58849,MI3903900,2008,0
58850,MI3973600,2017,1571
58851,MI3973600,2016,1574
58852,MI3973600,2015,1572
58853,MI3973600,2014,1558
58854,MI3973600,2013,1548
58855,MI3973600,2012,1536
58856,MI3973600,2011,1524
58857,MI3973600,2010,1525
58858,MI3973600,2009,1504
58859,MI3973600,2008,1506
58860,MI4404400,2017,0
58861,MI4404400,2016,0
58862,MI4404400,2015,0
58863,MI4404400,2014,0
58864,MI4404400,2013,0
58865,MI4404400,2012,0
58866,MI4404400,2011,0
58867,MI4404400,2010,0
58868,MI4404400,2009,0
58869,MI4404400,2008,0
58870,MI4668900,2017,7619
58871,MI4668900,2016,7577
58872,MI4668900,2015,7574
58873,MI4668900,2014,7547
58874,MI4668900,2013,7468
58875,MI4668900,2012,7529
58876,MI4668900,2011,7553
58877,MI4668900,2010,7559
58878,MI4668900,2009,7368
58879,MI4668900,2008,7364
58880,MI4914900,2017,7961
58881,MI4914900,2016,7991
58882,MI4914900,2015,8127
58883,MI4914900,2014,8140
58884,MI4914900,2013,8215
58885,MI4914900,2012,8119
58886,MI4914900,2011,8163
58887,MI4914900,2010,8169
58888,MI4914900,2009,7690
58889,MI4914900,2008,7845
58890,MI5005000,2017,0
58891,MI5005000,2016,0
58892,MI5005000,2015,0
58893,MI5005000,2014,0
58894,MI5005000,2013,0
58895,MI5005000,2012,0
58896,MI5005000,2011,0
58897,MI5005000,2010,0
58898,MI5005000,2009,0
58899,MI5005000,2008,0
58900,MI5305300,2017,0
58901,MI5305300,2016,0
58902,MI5305300,2015,0
58903,MI5305300,2014,0
58904,MI5305300,2013,0
58905,MI5305300,2012,0
58906,MI5305300,2011,0
58907,MI5305300,2010,0
58908,MI5305300,2009,0
58909,MI5305300,2008,0
58910,MI6171000,2017,3826
58911,MI6171000,2016,3820
58912,MI6171000,2015,3816
58913,MI6171000,2014,3830
58914,MI6171000,2013,3800
58915,MI6171000,2012,3814
58916,MI6171000,2011,3828
58917,MI6171000,2010,3831
58918,MI6171000,2010,3831
58919,MI6171000,2009,3756
58920,MI7007000,2017,0
58921,MI7007000,2016,0
58922,MI7007000,2015,0
58923,MI7007000,2014,0
58924,MI7007000,2013,0
58925,MI7007000,2012,0
58926,MI7007000,2011,0
58927,MI7007000,2010,0
58928,MI7007000,2009,0
58929,MI7007000,2008,0
58930,MI7507500,2017,0
58931,MI7507500,2016,0
58932,MI7507500,2015,0
58933,MI7507500,2014,0
58934,MI7507500,2013,0
58935,MI7507500,2012,0
58936,MI7507500,2011,0
58937,MI7507500,2010,0
58938,MI7507500,2009,0
58939,MI7507500,2008,0
58940,MI7866000,2017,2094
58941,MI7866000,2016,2088
58942,MI7866000,2015,2096
